id,offerer,recipient,transactionHash,blockNumber
0x00057127bfee1ce5b98d21007eb30ad9d098f72cffa7a25eac32209660bc70eb-80,0x6a70cefa7121b0d79c91e9e5af72e2db567bc7de,0xea98a37ce62f2342a3eb0ad9edd9181c383d8958,0x00057127bfee1ce5b98d21007eb30ad9d098f72cffa7a25eac32209660bc70eb,15001812
0x0005804ff95d7119d05e24a99106b649a5f45ca02c4d95f29fc6eb8be3263ce9-345,0xf4405d30fc81e8bea085d2d1a90404bde2359453,0x0000000000000000000000000000000000000000,0x0005804ff95d7119d05e24a99106b649a5f45ca02c4d95f29fc6eb8be3263ce9,15019382
0x0005804ff95d7119d05e24a99106b649a5f45ca02c4d95f29fc6eb8be3263ce9-346,0x2cec0c032323686737feffefbfa2eb9b3d075a0a,0x0000000000000000000000000000000000000000,0x0005804ff95d7119d05e24a99106b649a5f45ca02c4d95f29fc6eb8be3263ce9,15019382
0x00058e75f9bc678c563bdc12732ccbff557f8d0080881884905211d0b8bb2c51-328,0x9baef33be0c52dd437b359bac2a003f8179972c8,0x4b966bcfcd58ad13c68bf163639bbbb263cb183d,0x00058e75f9bc678c563bdc12732ccbff557f8d0080881884905211d0b8bb2c51,15020379
0x0005b3495dbfe53ae05282fb4d54542ff87c15fd244b15b93211915ccf949f44-52,0x4357637b486fe60ff11b4513e636c00f7833dd4a,0x73fe0f0fa44035607b9ddb5ba560301ae7c96a54,0x0005b3495dbfe53ae05282fb4d54542ff87c15fd244b15b93211915ccf949f44,15022143
0x0005b3495dbfe53ae05282fb4d54542ff87c15fd244b15b93211915ccf949f44-53,0x5b32bf8d7141ac1e534e8cde65105e0d721ae8a4,0x73fe0f0fa44035607b9ddb5ba560301ae7c96a54,0x0005b3495dbfe53ae05282fb4d54542ff87c15fd244b15b93211915ccf949f44,15022143
0x000621f4b6640064f626fae5b2b9c11c024ac3ca3e673d6204f1340dd7523cfc-262,0xbbcce1484bd2891a56a36e6fd30bccf51d7acf4d,0xa6670031507f80f7880f94fbd8ee2bb96f44d157,0x000621f4b6640064f626fae5b2b9c11c024ac3ca3e673d6204f1340dd7523cfc,14990918
0x00063713610593ec9ff8bd813e4600717be6b9fa0512fa56cc2dd6ad6c47919c-107,0x55deecd7fc8ed5406a9a0e6f7412bc4061210b4e,0xf2aef4c58d371bf2a891129c423cbd27d200a935,0x00063713610593ec9ff8bd813e4600717be6b9fa0512fa56cc2dd6ad6c47919c,15000050
0x00064238f1027bf64e86d41f7494e9cd555ae1e9bd35bebb9bc9e37c200204e1-252,0xd43fcf1da53107fdd62ae1403e11369670a97250,0x334d3ef76b1192d704a5eb78e7f2c9a7b002aac2,0x00064238f1027bf64e86d41f7494e9cd555ae1e9bd35bebb9bc9e37c200204e1,14990465
0x0006b1950e6135ad3bdd6890c57aeaea9b3d2a78793669160df1915278075820-123,0xbc6cbc95d86a6a9537375640fbc0cf0db8024268,0xf9b3098b2acf380a13e785a5aff10b01fed0d268,0x0006b1950e6135ad3bdd6890c57aeaea9b3d2a78793669160df1915278075820,14994528
0x0006d89e66e0c606fa6954e8f309ef98a99cee77b224d67b40594252cf804b0a-45,0x52e68fbc50941b757560544e78ebe0718ee98517,0x28b6c41752ce643553ab2e9ec26ebaf0d16d026f,0x0006d89e66e0c606fa6954e8f309ef98a99cee77b224d67b40594252cf804b0a,14983395
0x0006ec99b3f19164d2966eebe5c5659c17af0262bad2213aa5a85fb861b03611-500,0x248b6d850e340ca36ed4d507c0c6139b54c88c55,0xcb759f6509b62f6ac454d24c6719820cd19e470d,0x0006ec99b3f19164d2966eebe5c5659c17af0262bad2213aa5a85fb861b03611,15021192
0x0006f31274234b9a8171328567f52782381beca1e6bcb909091253eb2da1c3d6-192,0x1088aecdaed28f994fbf276ca501e268b095919a,0xfeb89518a22cd7bd5e9e8ef8834f37e446a85f03,0x0006f31274234b9a8171328567f52782381beca1e6bcb909091253eb2da1c3d6,15006549
0x000729e3f2d1f13f8a00b82ed83cf31b8cf03f69719aa5fb7ad9595607584b2d-387,0x23c0ffe1ab0b50d6b9bfe77d222f29f0eb6aad74,0xa3238dae6705b89993896deedadda25ef29cdc71,0x000729e3f2d1f13f8a00b82ed83cf31b8cf03f69719aa5fb7ad9595607584b2d,14976900
0x0007494efab1646b4bbffc542bdffebadaaf00a8208c2819a5228672632cc386-26,0xd1f0c3223686957542befe67675f01d3b66a2c82,0xd3fc36f8dbba7c3b4783e4dabae9c00bf4f26412,0x0007494efab1646b4bbffc542bdffebadaaf00a8208c2819a5228672632cc386,15017938
0x0008653af7261b184b7a0c083a0af299472ed7a0c32cd05b4da79336f44ff881-133,0x712e6bba75b1c1415018f53c455e20b9a5b8d4c9,0x230a017377d3fe43f214f80c612782609901b4bf,0x0008653af7261b184b7a0c083a0af299472ed7a0c32cd05b4da79336f44ff881,14970003
0x00089d12416ca04bc8fd728ca0f4d4efd58872afa8a0d39ed06f74471c7efb5b-56,0x52d2d0eefc62d34c393eab21cde8b1c94792f534,0xe47aa207d9baf0e5ebbee1c1e9b9bea7f00ab857,0x00089d12416ca04bc8fd728ca0f4d4efd58872afa8a0d39ed06f74471c7efb5b,14982125
0x0008d329145248a82fbffa750a84fdb4458416f879f36c582054327afa8ff9df-107,0x8f8da022403b3cb892a4a512974da79c88604a36,0xd2916dc7af2f74656c709e71299ae33fa3d07b56,0x0008d329145248a82fbffa750a84fdb4458416f879f36c582054327afa8ff9df,14994390
0x0009a637366eba4accae1308e2ac30bb946bd15f93d0e2fe63b713ce86e56226-110,0xfd1d3c079404a3216c4e2f74d3b28656314392ca,0xe991b7186728035f0ed34b9d69f2c633d773cbde,0x0009a637366eba4accae1308e2ac30bb946bd15f93d0e2fe63b713ce86e56226,14980914
0x0009c418c7db62b6bb1e5ca44b365420b76bf63b8a289fbd58f0afd0851b59a7-461,0x74ba0d8f93b45493676aba5f301981df8f63f4b7,0xbf44f843e8a26888f65d262d02a12f5884a7750e,0x0009c418c7db62b6bb1e5ca44b365420b76bf63b8a289fbd58f0afd0851b59a7,14993137
0x0009dab52fbe0e4838dc30b3fb581899b3813db19671d366b8cfe0df8bf7b358-433,0xcbc3e8bf7b2a4af58ff71e86976c1303f2929e18,0x66b38ab9e19939de2e402999093ff82b09a2a2bd,0x0009dab52fbe0e4838dc30b3fb581899b3813db19671d366b8cfe0df8bf7b358,15008701
0x0009e78200fa9abe51e05920d0f83a99c344942090b75c6a4ce8c985a6d2bc50-338,0x2eca0bbd9ea9ea5998c9803f5d56ac0088462b65,0xd1d54419c73888cc68df3e979b4d81ffc9ed6b63,0x0009e78200fa9abe51e05920d0f83a99c344942090b75c6a4ce8c985a6d2bc50,14986283
0x0009fa85ad0b00f3197b1935962108c6d3f3cba671b596070a0ef9e0d1451194-272,0xe0ce072ec42ad7e21584397e7164869bd03a51fd,0x60cedd66912df4def05e223e68782a8daf604652,0x0009fa85ad0b00f3197b1935962108c6d3f3cba671b596070a0ef9e0d1451194,14976858
0x000a445e9aec704bbb6c429fc32c366ae981eac5d18efeacc93f03c8ae25279b-569,0x3d0da991af8a63bc4216edf29c346187c2aa830c,0x4e2380d8a96e1f370c258e002b15405fe94ee32b,0x000a445e9aec704bbb6c429fc32c366ae981eac5d18efeacc93f03c8ae25279b,14981190
0x000a5d2149a35e3f2225a8bd24d319be7e7c492b1a2552dee47aa491a9d44d9f-147,0x58b389795d1d72a22465489db803c50c39d8ae43,0xc4b69eb6d9c42938b80d057f590ef93964fba1b7,0x000a5d2149a35e3f2225a8bd24d319be7e7c492b1a2552dee47aa491a9d44d9f,14998665
0x000b18858860013a01f44dfc84aab7319fbc75df2502dc04149dd3f7bc43317b-380,0x77a33f07905bc1c161ea36a99dc72b2ad87b06cf,0xdc9c81c0ac04129d0f54033a06424ee79b5c711e,0x000b18858860013a01f44dfc84aab7319fbc75df2502dc04149dd3f7bc43317b,15020295
0x000b280d1cb0473adb64610440aeadf4d18cb96555ebfeca80e49f4479efd6e7-372,0xb7f5c493d5c2b14c70b889a57541f1fc7b341fc0,0x7101a39c053954e3e7fd010fdf3f6ef6bdbcbde0,0x000b280d1cb0473adb64610440aeadf4d18cb96555ebfeca80e49f4479efd6e7,15007313
0x000b390354fa1dd4f55e3b9b65ce13cac3a0a85397d76f3bb99325396d170153-256,0x7c495dcf18106010348fa4cc1c3ab17728b5f70d,0x079f762096ef59d973c6beec75ebc23c28c79a8f,0x000b390354fa1dd4f55e3b9b65ce13cac3a0a85397d76f3bb99325396d170153,15019604
0x000b502a5110e30cbec8492b783fb7503b13080ade318cf66d86b3d1e1c6d105-430,0x6cf06fd92b78b28f9efbde0c77dd197b9d5542de,0x23190ff59fca4b582bdb892865fc1296c87ae46b,0x000b502a5110e30cbec8492b783fb7503b13080ade318cf66d86b3d1e1c6d105,14963899
0x000b79da20229c9593edf2bb95225fd591d03b0b5ccba0d14bc3c32f08ec274d-54,0xfe01e4f001bd406fc1dcdd47323e5179ea3eb16d,0xfba45fbab2a029d62bb1c6d7bfe1911ef76886a7,0x000b79da20229c9593edf2bb95225fd591d03b0b5ccba0d14bc3c32f08ec274d,14971552
0x000bfffb8502416acda330487cee144d826217b89c86296bf5aa96ce1b3c1cc7-185,0x2b48baa2796ec0f98b835428070c1fac3f7f593c,0xeade22c5f5c6cdef2c4cca298bfeb715db1e4ae5,0x000bfffb8502416acda330487cee144d826217b89c86296bf5aa96ce1b3c1cc7,14973054
0x000c40569c83dadb7ce165aa94e1c7592e0430641d81f3c235f88d04dcaffc4c-141,0x1ef4de2a90f4df3c92327f242ba1a34ce519319d,0x111c1970e1ce35226a1c302a4dc4fc62a6a958c1,0x000c40569c83dadb7ce165aa94e1c7592e0430641d81f3c235f88d04dcaffc4c,15000054
0x000c64e966382dfe33db0e1ba9737d37915aa369aa3a27617bf3154dd7a3160f-217,0x7713bcf7af17efc10fbc0ca7786a1488154cdca9,0x2d42395041f54c73cc786c5c1b77375aa436c633,0x000c64e966382dfe33db0e1ba9737d37915aa369aa3a27617bf3154dd7a3160f,15019419
0x000c73b93ca974919045014729de226690bbb6edf8dccaa9856179c877b31d1d-70,0xbaaba861464f25f52c2ee10cc3ac024f4f77812a,0xac29c60b1876068daba2da7f6da933a65648f451,0x000c73b93ca974919045014729de226690bbb6edf8dccaa9856179c877b31d1d,15015805
0x000cb5004495369e3e4f3d533a1b005c2aa52ef579cf4e835007b174dd40a94e-204,0x719d6a9282e5976e1f828631c8e940e612739bfc,0xac1de2f71d122e5d8597aaabf330a75e31430c25,0x000cb5004495369e3e4f3d533a1b005c2aa52ef579cf4e835007b174dd40a94e,15016073
0x000cd3b9de6c0e4d3d851d005be3a1901fc7f0583bea04e580ffdf86b07e58bd-111,0xca7e44cc695e428c2d43e26c810e07bae09c15ef,0xa592c5a28d31472f7831450b8f26781b430d302e,0x000cd3b9de6c0e4d3d851d005be3a1901fc7f0583bea04e580ffdf86b07e58bd,15016788
0x000cd4939c02eade74f7d254e8c053e35284e6335e1873f3b2100f58875835a8-206,0xf371875a0045b1fd61c4b1166066dcdd3bde1bb6,0x06ecc3d947da5a37b512f25604a56a0f2f22ce30,0x000cd4939c02eade74f7d254e8c053e35284e6335e1873f3b2100f58875835a8,15020502
0x000ce262cd2f75b56f216ed7b5429d88a6c76016a03cada5bdaaf7c08a302330-153,0x2fc7622614776842bed464915060fec2892182c3,0x4ad0b2896b94acb4ba727f16a36850b9f9ea73ec,0x000ce262cd2f75b56f216ed7b5429d88a6c76016a03cada5bdaaf7c08a302330,15011549
0x000d0c977c1768424e3ba6d2e5ef5967fedfb399578ac4a70a3ec40b41cc2112-481,0x1c83ea2820ebd0b9686ca6c8046ee1c4b2fb916f,0xf79ea04b46fb7280f5bd448acbe2abf862da3ee0,0x000d0c977c1768424e3ba6d2e5ef5967fedfb399578ac4a70a3ec40b41cc2112,14967345
0x000d1808ecfbd11c5d8f9a14ceb6fdbf802493a66bc4a6390ddeed6cd745414a-140,0xef4a3a689516620a551d2727f8942a31a8b2775e,0x42b1e5700b9c0d6ffe692066249d89963bf06f39,0x000d1808ecfbd11c5d8f9a14ceb6fdbf802493a66bc4a6390ddeed6cd745414a,14991915
0x000d5f018bc727e85faceb892a516f30561864e05d7c5f5d393ba6dec3e0fdf8-137,0x450de4a92e85a5dfe9786ffad4f432d4afe37a1c,0x320c71f17500991c61106f91b57f7612a9d12a00,0x000d5f018bc727e85faceb892a516f30561864e05d7c5f5d393ba6dec3e0fdf8,15002538
0x000d6f9e7c2a48615ed5df02359323748cafc87b79792adb757015fb9172acd2-612,0x85c385da631f7cf7436304480040d2f36b791336,0xdac6ea68a6bf34a972118398de4ee48d253ab4ca,0x000d6f9e7c2a48615ed5df02359323748cafc87b79792adb757015fb9172acd2,14991487
0x000d865946bbdf332a60eedf123854e1ddfbaa66fb5364f855b8e2fa8c6a7057-107,0x95236e749b591d3dad97a4447319de7ea804b8b9,0xb4f2b27ed1193f9550fb5528b29a9a2a17a9907c,0x000d865946bbdf332a60eedf123854e1ddfbaa66fb5364f855b8e2fa8c6a7057,15016453
0x000dc8d1e1a3bea2e82f46f8d82b44fb303b5fbc50cfbbde315c9b16786c00d7-670,0x63b4d5fdd2ebc86f0bd46bd5d23f3e8eab3f1da6,0xdffc9812fe60596c997511de0087749a25e52c88,0x000dc8d1e1a3bea2e82f46f8d82b44fb303b5fbc50cfbbde315c9b16786c00d7,15000305
0x000dc8eb08f05333d1cfdd1c77836a1af508e294ee24066008a3dc4569a8c61f-29,0x35aa368520cb054ee5a3e4b56ff8faafa5f38497,0x92717279d5ea53d1a025dd287c25179cf65e9e53,0x000dc8eb08f05333d1cfdd1c77836a1af508e294ee24066008a3dc4569a8c61f,15004384
0x000dcd9ce7212377682c58cce2502e2cc8eef3eeff8ec6045e12587c1005982a-169,0xb25dd4413282f3df1e4b233edd9a0e726d98a686,0x92840658e16d48cc77b00339b38c4c586834c721,0x000dcd9ce7212377682c58cce2502e2cc8eef3eeff8ec6045e12587c1005982a,14992072
0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b-261,0x6edcedaee3496755892822a5e70e58fc5988c3e5,0x39da87ed8ada596ed50826f221e0a3f60ad1227b,0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b,14997755
0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b-262,0xca75fc7ad8902f1cf3cf522b75228c593cc54dad,0x39da87ed8ada596ed50826f221e0a3f60ad1227b,0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b,14997755
0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b-263,0x6edcedaee3496755892822a5e70e58fc5988c3e5,0x39da87ed8ada596ed50826f221e0a3f60ad1227b,0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b,14997755
0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b-264,0xd965ae4b13d38fec021a06bd01d51d9b8bf1054e,0x39da87ed8ada596ed50826f221e0a3f60ad1227b,0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b,14997755
0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b-265,0xaeb39bf8057c4ffeb0497c50df39e5bfea96ce1b,0x39da87ed8ada596ed50826f221e0a3f60ad1227b,0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b,14997755
0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b-266,0xca75fc7ad8902f1cf3cf522b75228c593cc54dad,0x39da87ed8ada596ed50826f221e0a3f60ad1227b,0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b,14997755
0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b-267,0x6edcedaee3496755892822a5e70e58fc5988c3e5,0x39da87ed8ada596ed50826f221e0a3f60ad1227b,0x000e0c69d072a0388e7434f85ed27e16401eed1d4c1b92890c7b871c7f774c1b,14997755
0x000e3d33738029114bc72bb9f0bff3f343eef6d64949f13cee80721dd68c47cd-312,0x5559880dd2df7a3ae4d2d9d2215db40898de3fae,0x18416984583f1d6759dbad170462964ca3869b19,0x000e3d33738029114bc72bb9f0bff3f343eef6d64949f13cee80721dd68c47cd,14991717
0x000e5715c6dc74408d0fd92609fee776ab509cdca5add8afeea7164014adbd2a-410,0xdf075bed807d110a9fd12ff393ee04ce9c2e77a4,0xfd5bb615b73dc2b30a2805847b21dd880bbabc71,0x000e5715c6dc74408d0fd92609fee776ab509cdca5add8afeea7164014adbd2a,15004956
0x000e98e4330b169deba30fa1bdb18b5b1d2b3c83c8bfea6ccb0721e7419d0b08-47,0xbee62dcf7044878cd58024dea2baac79a36ecbf3,0x9934217715df0b74fca5d69cc3ced6ad7599e317,0x000e98e4330b169deba30fa1bdb18b5b1d2b3c83c8bfea6ccb0721e7419d0b08,14976263
0x000e9a97382b192f9be7520623794f6410289d700568d242eb7454b769374428-84,0x13c10ecb747f71b8aa01304b1fa08383a9163811,0x3b429774e3dfd840abdbb7f5dd3dffc638b107c9,0x000e9a97382b192f9be7520623794f6410289d700568d242eb7454b769374428,14964668
0x000ea6dfdb2534a7438a094176797a21fee75dd39370eccda820ff755b198191-246,0x313bdc9726d8792ec4bd8531caa52a1dd82bd4ea,0xee06a98e0bca3de1678f589e1673b1955594e171,0x000ea6dfdb2534a7438a094176797a21fee75dd39370eccda820ff755b198191,15017358
0x000ed7bff5bf910bb8e0fded0ab3a7777feb2d6aff602dc2748fdeff6bf67bf7-106,0xa166e7ba9b4d2651e93c7b922805ef71f1afd05f,0x958d2a76a217557c4e85ff05e400903b3588c865,0x000ed7bff5bf910bb8e0fded0ab3a7777feb2d6aff602dc2748fdeff6bf67bf7,15004053
0x000ef3b941eb45bc1a58c731ed11eb8c6410d6131b9a58378e723a707cfa934f-265,0x198a0cfde9724cf5560b1135e0c3d508f50f5296,0x6e3be7306bec07c8b9f9f65c3cfe2080cb2dfb25,0x000ef3b941eb45bc1a58c731ed11eb8c6410d6131b9a58378e723a707cfa934f,15009318
0x000eff1e95c3e24ef3cda1456d857e01a7d2303d87af19f61f1c53144fbb1e2e-273,0x84878c10de20aa1a227dee78fad074a9af26d3bc,0xe678ff9a0a679583399c0199851cc8026cd13350,0x000eff1e95c3e24ef3cda1456d857e01a7d2303d87af19f61f1c53144fbb1e2e,14991501
0x000f0fb32ca12a13cbf0163349b82c5545d31d8d1548cb9f59eb2268a06cf302-511,0x27017e401a67ba3a92cad5ee8f4b3621d6bdfd75,0xc3bf73ac378a2f324c7ffd1945562396ba2a11dd,0x000f0fb32ca12a13cbf0163349b82c5545d31d8d1548cb9f59eb2268a06cf302,14992408
