id,offerer,recipient,transactionHash,blockNumber
0x002876c551ccfabd31f27256bb59b27bfff569c1358a0a2245b8ba0a8cc9771c-24,0x90b83a9e86982ca5f02bd575568b504145b31d89,0x595b0369fd1ff9abe4c7cb7fb2b22f87c8b5ca38,0x002876c551ccfabd31f27256bb59b27bfff569c1358a0a2245b8ba0a8cc9771c,14990100
0x002888646ac9ef69a67a08b60630d62879efdbdcf90d0b5202c4d6c35f6af004-92,0xd749eb1c3d4bb2829050dded52d9228ff81ef7a6,0xa49365e19617efe75ed95149aef72e1d340358f8,0x002888646ac9ef69a67a08b60630d62879efdbdcf90d0b5202c4d6c35f6af004,15015071
0x00289c3a930e6edd61fa26e17f03f9681ad7265db8efdcbf551ea4b9bd654c3c-22,0x8932e4cc2e9ddf0a1e1b8c1ca60a777cd3267d75,0xd8feae09b146e3a060d440b1321f9f8905d25ff3,0x00289c3a930e6edd61fa26e17f03f9681ad7265db8efdcbf551ea4b9bd654c3c,15022305
0x00289e69cb2682063e283ddedd551a0475c9a7f38ba54f70ca4da7a2985ba5dc-159,0x28cefec72df354a3ef52a910735a9565d255abcd,0xc6429c49f436f659a60407af7b22867cbb4e917d,0x00289e69cb2682063e283ddedd551a0475c9a7f38ba54f70ca4da7a2985ba5dc,14991801
0x0028e6b8b61c6ff1f3770e4dc8def76cf8877802c2e6d315ebdf930d85803c12-114,0xaf37c9e6e03b3c76e9e490d018e9e0accf938227,0xe2744ad2887dccab79fbba93ad9e45a2fbf88577,0x0028e6b8b61c6ff1f3770e4dc8def76cf8877802c2e6d315ebdf930d85803c12,15020740
0x0028eb3d1add0bb66195c8eee7fe6fc9ba0e6204ff72b25e181038d8c559ffc6-102,0x434c27cf23662da893345d6314d4cd25b8360712,0xf82f9153a0e00ba073352ebf0f0cd79a67115487,0x0028eb3d1add0bb66195c8eee7fe6fc9ba0e6204ff72b25e181038d8c559ffc6,14982562
0x0029558f4e88207288aceb186acd744ce2b4e044b2d4ea3ddfe76aad7e5ff627-175,0xac8f0ce5e82815f944641cddecee319891c9e0c9,0x239363e254c16f509ea5e31b3ffb2931b9b31765,0x0029558f4e88207288aceb186acd744ce2b4e044b2d4ea3ddfe76aad7e5ff627,15001662
0x002966b8c57d2ac8a08e698c81d760aec4e51bc2090d06a3730a71894257fc81-183,0xe3a10686103259402930244ea733dc6d1087878b,0x3c66bb9c32954c189d473e80448b54fa3d092554,0x002966b8c57d2ac8a08e698c81d760aec4e51bc2090d06a3730a71894257fc81,14997151
0x00296d295178e633f92177c57b2505d1f0e92beb3de55aaa9c8d417261a8cbe3-149,0xc89c0d3ba7683485c9f638cff2a0992481866b99,0xc4167613beae5fa2ae3fe6e044ac6b01469004d1,0x00296d295178e633f92177c57b2505d1f0e92beb3de55aaa9c8d417261a8cbe3,15010354
0x0029a3e6efd64988a198deff3f5d5f971fec7c7a1cedf9e519749e02e3f454e9-209,0x1618667ff5f03413e539973532823b852e1289b2,0x78f6c2458b53d0735208992c693bb2b2dafebb52,0x0029a3e6efd64988a198deff3f5d5f971fec7c7a1cedf9e519749e02e3f454e9,15019159
0x0029e037b2611d87694068678d9d1d67e3ee067f63bd508bf64fbbfd146d479a-475,0xb3812a860d1824a5a50656e32ad4de16c7fe3498,0x2b6f46046e633cadf97623eadea7c9744beed41e,0x0029e037b2611d87694068678d9d1d67e3ee067f63bd508bf64fbbfd146d479a,14998592
0x002a02efeec4119c23c27d2236cd871fb863f721bf3548b20accdae7866fc2ca-50,0xe74acf3b57d092db0e2f71f0435bab6ed95c3a72,0xb6a2265f13a6516d2de7bf07b67c29fd428b8fd8,0x002a02efeec4119c23c27d2236cd871fb863f721bf3548b20accdae7866fc2ca,15018816
0x002a305af8c383219469905b3957186fe91069609bdeeb2926c69fe763cd8b5a-161,0xc5ccadacef6b8e70a573c73a4c3799db02780aba,0x58954c42e77393662721830d0fc9086e7e6b6673,0x002a305af8c383219469905b3957186fe91069609bdeeb2926c69fe763cd8b5a,14967145
0x002a7dc3fcd3fdbc4919c5b6fb48f92f748fb53b4e2672739e1ee77617bdce5c-146,0xdab9dc2263f97f1da26c285278905774491850df,0xb81d7892fa8605a55885592e5c78a294754d272a,0x002a7dc3fcd3fdbc4919c5b6fb48f92f748fb53b4e2672739e1ee77617bdce5c,14981740
0x002a7dc3fcd3fdbc4919c5b6fb48f92f748fb53b4e2672739e1ee77617bdce5c-147,0xdab9dc2263f97f1da26c285278905774491850df,0xb81d7892fa8605a55885592e5c78a294754d272a,0x002a7dc3fcd3fdbc4919c5b6fb48f92f748fb53b4e2672739e1ee77617bdce5c,14981740
0x002a7dc3fcd3fdbc4919c5b6fb48f92f748fb53b4e2672739e1ee77617bdce5c-148,0xdab9dc2263f97f1da26c285278905774491850df,0xb81d7892fa8605a55885592e5c78a294754d272a,0x002a7dc3fcd3fdbc4919c5b6fb48f92f748fb53b4e2672739e1ee77617bdce5c,14981740
0x002aa5b4e26ec5cfdbf20ba78f6769d6f91c9ade669cf5c9680ae3b8928d5cc9-238,0x05f2108a2bb234ea53b5bdb08da7588e6a179dce,0x607935a16adbe4f173b2ea19ce94dee354dd6651,0x002aa5b4e26ec5cfdbf20ba78f6769d6f91c9ade669cf5c9680ae3b8928d5cc9,15000227
0x002adb0f804bc291c302cd0728d83be28e315bbf6292eb33574f32312636a5a9-302,0x8062c98e5a42f194faea687319b24b54579fa223,0xe832ed0abbae3a2e32cea9b87e09f8151f0853b6,0x002adb0f804bc291c302cd0728d83be28e315bbf6292eb33574f32312636a5a9,15008701
0x002b14ecf70703a60cbfa054edbe424344751f943361823cbbffdf98de944cba-119,0x2f7087910a436da3d0310f011ec17eadfb83c541,0x9dbd117730f425d95467f861bf4eaf9a064fa37f,0x002b14ecf70703a60cbfa054edbe424344751f943361823cbbffdf98de944cba,15011828
0x002b194dab079a97c1fef53a93799101593d34b33b785560801e3dee76ff7fa9-20,0xed94f92bb02a60cecea0d434c805a5000bbaa37d,0xaf1c117b40df6916fcfd7077baa74d21da3fcb07,0x002b194dab079a97c1fef53a93799101593d34b33b785560801e3dee76ff7fa9,15015766
0x002b2876459440a4492822cbc98a567afb101e131f479e3e43b80759b2c6fa70-556,0xdb01fedf75c733a46ae97676445b6180d8826455,0xe8d4643eb706a3a9588f4896e82bf9164a80244d,0x002b2876459440a4492822cbc98a567afb101e131f479e3e43b80759b2c6fa70,14965064
0x002b4ff87effb3947e32c63b4661d65d16ef7c3ebafd8ab774ea8eb84b8c7564-81,0xad16418b4cf9c160ddb0373247e94cc7910af02b,0xe979021f37c322fc4a0161777eca29c4c66f231f,0x002b4ff87effb3947e32c63b4661d65d16ef7c3ebafd8ab774ea8eb84b8c7564,14980115
0x002b80755f63c28bd9977cfc752b91d82d11bbf44fbbd52a9600019e1c046d57-407,0x5f68d7f72d78eb51150961884ac270dc3dd76a9b,0x0aac7e65c0993a1a3e82c353d45935460d06dc8a,0x002b80755f63c28bd9977cfc752b91d82d11bbf44fbbd52a9600019e1c046d57,14970574
0x002bb03dc4f854240687d1e3862df8f5ba6d2ebb7d22acb08d3919e28b8f3cb4-500,0x62329e3df8753932d2e1a72a32eb37a7f1be4187,0xbdb5ad3b0f4f02c1ae16188c23bc402f03c45863,0x002bb03dc4f854240687d1e3862df8f5ba6d2ebb7d22acb08d3919e28b8f3cb4,14968030
0x002c0b6d9c9a751f2b49c3f4af88325501a825e7299bcff7def013cea025d717-73,0xd3e6120db19a701abc40bae9614f3ca635abde88,0x71bb0907200105af696f5f34b5d1efcd72bcff77,0x002c0b6d9c9a751f2b49c3f4af88325501a825e7299bcff7def013cea025d717,15018601
0x002c358277718ca076ebd5780493071b3c1f6eaa2b466b3ebb0e93dd9b9ec60f-115,0x66ec5ebf30c230976cfdf808a17fbd0add302537,0x8e4dfad20240f62a87a697dcc050a7a564c0e360,0x002c358277718ca076ebd5780493071b3c1f6eaa2b466b3ebb0e93dd9b9ec60f,15005468
0x002c4caaa8c67f48b66bfa518f59318ad90d3f5f1c2cb703711c42cec00839bd-286,0xaee2cb6704f3508708bb4f43b792c30232942fc3,0xb4b567be9068f1e6397f208e9cb05a87b284958e,0x002c4caaa8c67f48b66bfa518f59318ad90d3f5f1c2cb703711c42cec00839bd,14977828
0x002c4caaa8c67f48b66bfa518f59318ad90d3f5f1c2cb703711c42cec00839bd-287,0xaee2cb6704f3508708bb4f43b792c30232942fc3,0xb4b567be9068f1e6397f208e9cb05a87b284958e,0x002c4caaa8c67f48b66bfa518f59318ad90d3f5f1c2cb703711c42cec00839bd,14977828
0x002c5b6114fc738c80628a3d0a1a06de83622b4a3fc14aaf5238bd174b208381-193,0x204ccf24f6294c2d2f5ed015241cdd68263cf9fb,0x18e68c3e68884f366e03183b37f6ed447682ab0a,0x002c5b6114fc738c80628a3d0a1a06de83622b4a3fc14aaf5238bd174b208381,15020817
0x002cbc93be71a20ef88186492efcc80ab72cfa215c50003813416ea8267324cc-58,0xcd462cabe78138bf0251344c22b2902cc2309fce,0x6a237b215e92b59b267013ef28b7109aa7208aa3,0x002cbc93be71a20ef88186492efcc80ab72cfa215c50003813416ea8267324cc,14997915
0x002d09368f0fb776dae17dafd2e441a0702b8cfb951621d1faed83d76e1ae920-133,0xa2d021f60abdb50098071325c8b4ea3c40b7b132,0x524d7a3e4530b89a769a566101a9bcfbe1216f11,0x002d09368f0fb776dae17dafd2e441a0702b8cfb951621d1faed83d76e1ae920,14985931
0x002d328ba1553cb3cb6782ec598dbdb4f643c6bd0d38d13c2128285be03f5994-160,0x123fd968e05ac9e5413f7d010cf743e19f70f7bd,0xdc0e734ae36f960445b5f38e4ae14133eb47cc7d,0x002d328ba1553cb3cb6782ec598dbdb4f643c6bd0d38d13c2128285be03f5994,14984980
0x002d447fe01fdd25783827160fe18929d0932ee45d326c2112eb2a2144ac618b-123,0x10437b1650f6b1133d3eba32fdc40ddf42e9d5ba,0xb794c35d5d6674d5e244bd25ef9784f1c6934c41,0x002d447fe01fdd25783827160fe18929d0932ee45d326c2112eb2a2144ac618b,15015514
0x002d4854593488be29884149fde534f0f7e019d1933f8606b9e71bf0064bc603-177,0x111148ef8835d5d5d79dd97fb7acc24f984948c6,0xfe598c8dbea6d78dd06ae537b8171695d075106e,0x002d4854593488be29884149fde534f0f7e019d1933f8606b9e71bf0064bc603,15014734
0x002d4854593488be29884149fde534f0f7e019d1933f8606b9e71bf0064bc603-178,0x0092cb86d9af72c94afb85b2cb68870af82bc6e4,0xfe598c8dbea6d78dd06ae537b8171695d075106e,0x002d4854593488be29884149fde534f0f7e019d1933f8606b9e71bf0064bc603,15014734
0x002dc966f1ef3d86718b879149d6326ec5bda51c41dbea8ba12f1a6141beab30-145,0x000000bca56fa4529dbba6d6736dc8636f59a35b,0xc69120c19990ef8a95583629ba53202b09bb7179,0x002dc966f1ef3d86718b879149d6326ec5bda51c41dbea8ba12f1a6141beab30,15004136
0x002dd660a8c949a80011c7cc298c9fe9e92e76b34374e18cf00efe2d6e6d6877-208,0x1cd36f26301a4100b69a27ab9fef704977b8ba5b,0x991c3eb5f716f6803a059367a3507cc46b208cc2,0x002dd660a8c949a80011c7cc298c9fe9e92e76b34374e18cf00efe2d6e6d6877,14963954
0x002dd7e1ccafbbdc3e04754770a37693c95f88d8f43485caaba67770cc719c68-81,0xd066cefd3463f06d3d3460c159275c10f57b2326,0x15e77d4d369aa39d309780cecabbbce9352451d5,0x002dd7e1ccafbbdc3e04754770a37693c95f88d8f43485caaba67770cc719c68,14969516
0x002df982becd2fd8c43c2edb27bf8fd81b13c34479466911a1d2fd7feaf706c6-611,0xc137883c521ec3d700d929f5c89f54b1aecf4a9b,0x2b2d4c4dbffabe70a2cb834212ca8716dafc4fac,0x002df982becd2fd8c43c2edb27bf8fd81b13c34479466911a1d2fd7feaf706c6,14984580
0x002e3d46bea21a7c9af6fd4a3eccfb3a91f73c2280647114f4a727273e2632d4-72,0x0122c0c70ec38df1658402d412e27b2553e2cfab,0x3467eba885767d3ac9e754380036ab04d275942a,0x002e3d46bea21a7c9af6fd4a3eccfb3a91f73c2280647114f4a727273e2632d4,15003891
0x002e687354dc00590daaa51275d387dfe483e5f5f2a75b6bac414d1544c7ee35-283,0xb4047eb6707aa777746042ceb1d42d6ee3d7845e,0xabb274c61aed5cedad856540710e80259a08397a,0x002e687354dc00590daaa51275d387dfe483e5f5f2a75b6bac414d1544c7ee35,15011883
0x002e6e63e97ff94f26d7f7f5266ba2c4694c4088caa8504b57b62315958445a8-344,0xa92cd1bdeddc8f3259edc1fd79eed87ec6594ba3,0xc7f12220d7c3fd915b20ad8d38ceeac353307241,0x002e6e63e97ff94f26d7f7f5266ba2c4694c4088caa8504b57b62315958445a8,14992590
0x002e883bb4921ccd8d1f5e7875af4bb8d981dc575ff0915531b10cf21dc4791f-224,0x24b2430c148ac022ea35548cf2034783801bfc2b,0xcf079b0c93c51d173a4d6f9c579bd13e8167b988,0x002e883bb4921ccd8d1f5e7875af4bb8d981dc575ff0915531b10cf21dc4791f,15014891
0x002e9faab40057f57e9048547fd7bcc80e91786e02755d6a0ac3f575a744f715-222,0xd2e1f9c3e41091cfb85f7daaad136e73d4206055,0x75bdf1ab4ddd3a1e0a7d7cf05ac18a5a504ff8d3,0x002e9faab40057f57e9048547fd7bcc80e91786e02755d6a0ac3f575a744f715,14997757
0x002eb8350543ca54fb1c8830fa3ed60e4baa496c1e4ae62b6fd976a784724d35-136,0xa67d18fa8e44526d818dc9394cf703b2339b8f73,0xdc22c66587aa75ad8148fa9dac702a5ea45f33c3,0x002eb8350543ca54fb1c8830fa3ed60e4baa496c1e4ae62b6fd976a784724d35,14983528
0x002eeb0cafb39454fe44d92c653a64e60d4fea56ae212e99d2cbcb6f3817dab1-87,0x98395300af86d4e28f780e0d9a1ab34de873cb4e,0x5515a4f51bdae6e302c5b36ab3bceeaa48acf39e,0x002eeb0cafb39454fe44d92c653a64e60d4fea56ae212e99d2cbcb6f3817dab1,14999945
0x002f232c9a93c60c5680c77c4bf3a16cc1399c467b97662f69506169664f4678-81,0x1b52a2f30b17b1036b9b289a057c72380c3c4a3a,0xa2d10ecd99b55d2aaf35ccaae2f4691fc07f2c3c,0x002f232c9a93c60c5680c77c4bf3a16cc1399c467b97662f69506169664f4678,14992587
0x002f40aaf9dc4e22f36ede3078cde491165675755218dd658c6e1c1aa9a51d5a-148,0x201cfe749f49bc1336f7184394e27349d0384260,0xa89540508d034063d75661b290496fd2a04dcb03,0x002f40aaf9dc4e22f36ede3078cde491165675755218dd658c6e1c1aa9a51d5a,14974624
0x002f58cd2654d7ef8774d09a17121b775fb07189bfc4de943dcc27688f4ce612-309,0x8335d7a8bfa50e90d7d9db1f945ae21cf9596cc1,0x3a2c34084e993e51ebdf916ea160d29bccf2d0c5,0x002f58cd2654d7ef8774d09a17121b775fb07189bfc4de943dcc27688f4ce612,15015436
0x002f68ed1e3306491441540306be6371896b869469370bc8d4c0dd3c9251cdeb-267,0xf238a116c1a6e32b2eca43c4b1e365dae26431bb,0xd06a41ebc2f0d246673c8b6b3563863c56a77dbb,0x002f68ed1e3306491441540306be6371896b869469370bc8d4c0dd3c9251cdeb,15008873
0x003017890c371a4b77d54c63579f0d304019326c852063a53d131b6123a549c3-408,0x27726353b17a48947bd22678c3efbf1ebda4154b,0xdc4aa4d8bd59d840befa9c04a00507f7ffc46fef,0x003017890c371a4b77d54c63579f0d304019326c852063a53d131b6123a549c3,15019411
0x00304b962ac1e46a8124b4e17769f8a7f3d8c9f94de40e283150e233420538ba-492,0x9111e3bb21c3d67ecfdb2ed8c31835d0e790d2c3,0x3ef7411383970b54bedec99ddd04b93159293efb,0x00304b962ac1e46a8124b4e17769f8a7f3d8c9f94de40e283150e233420538ba,14986161
0x00304b962ac1e46a8124b4e17769f8a7f3d8c9f94de40e283150e233420538ba-493,0x22bf93e06a7894c5329efa91008e5b1d896cf66a,0x3ef7411383970b54bedec99ddd04b93159293efb,0x00304b962ac1e46a8124b4e17769f8a7f3d8c9f94de40e283150e233420538ba,14986161
0x00304b962ac1e46a8124b4e17769f8a7f3d8c9f94de40e283150e233420538ba-494,0x90aace888a9126e93fec84c6ff149b48338e880e,0x3ef7411383970b54bedec99ddd04b93159293efb,0x00304b962ac1e46a8124b4e17769f8a7f3d8c9f94de40e283150e233420538ba,14986161
0x00304b962ac1e46a8124b4e17769f8a7f3d8c9f94de40e283150e233420538ba-495,0x67dac7dcadb37c7e208162b7131837a66b94e476,0x3ef7411383970b54bedec99ddd04b93159293efb,0x00304b962ac1e46a8124b4e17769f8a7f3d8c9f94de40e283150e233420538ba,14986161
0x0030b2e7c60916dcf50507cfc7834fccb8ba3f2d17b43b14e14144e86e4e8150-734,0xdb6d47e07e2bf524616cb47a48e75945fe418498,0x5beb15bd30407742cf284d3061f6210319d58937,0x0030b2e7c60916dcf50507cfc7834fccb8ba3f2d17b43b14e14144e86e4e8150,14988117
0x0030b5eef5a6153af2ad2ede45602d808923db6c0b337293bb8a9aceed989b5a-170,0x0236616f5605fbceeae4edb72e01e3f5b42b24da,0x3ec3991c0aefd1f5de287ac8fcdb9eddd0df2f72,0x0030b5eef5a6153af2ad2ede45602d808923db6c0b337293bb8a9aceed989b5a,14969491
0x0030d0451a2ee9fc58aea47895d867fff162a218b36c5c0ca0514aff612eefee-117,0x287b94abda4babd3e28f9403e2aa431295251245,0x72476b2c31cf93f9a6febc733002ddf4acd81df4,0x0030d0451a2ee9fc58aea47895d867fff162a218b36c5c0ca0514aff612eefee,15008731
0x00310cc70cebcee0d14585a5a0526359117d9cecf74a63ef711a3daa53a62001-170,0x50286452181a982eb930585cd369729971d198d6,0xfbb47b2db5f60b91f1313aeae8e175e57145b85b,0x00310cc70cebcee0d14585a5a0526359117d9cecf74a63ef711a3daa53a62001,14988164
0x00313f2b4a6abc79900b48f12e1dca3cf0caa021f6d6b5a3438ef2a068d8ca3e-47,0xe302fd7564e20b56fdace48fd21dca17e28f4d49,0x3263abb600ef98c4268a0dd60021ca4f2edf7b33,0x00313f2b4a6abc79900b48f12e1dca3cf0caa021f6d6b5a3438ef2a068d8ca3e,15015460
0x00318d0d628c2ac73b22c367dc65c52c37978e5647298eba4a3b1ed9c62e8c24-125,0x165a138c96d090cc46d110471a992d539cbd95c2,0x61c6ab3f2f27f5f4d2938d8a5b74b26abc9fdb76,0x00318d0d628c2ac73b22c367dc65c52c37978e5647298eba4a3b1ed9c62e8c24,14974045
0x00319c5142e153ad03295cb973d9f7123a120e96fd2caf7fb814c7d12a7a96f8-189,0x62c8c3615303b7f1cb662579ce12111fd86f1c7b,0x6a1228a17992baa3977d66551cfd296a3676cd78,0x00319c5142e153ad03295cb973d9f7123a120e96fd2caf7fb814c7d12a7a96f8,14989764
0x0031a139067b664381aa73c112050f0d4a95b5fbf6bd3ffc06d7ae1258f4eac9-151,0x37cc41ff7f1569365216d9e01231de1b656bbbfd,0x45c0fc558fbb3df426b82fedc59d61d80b47d74f,0x0031a139067b664381aa73c112050f0d4a95b5fbf6bd3ffc06d7ae1258f4eac9,15016067
0x0031a6171daadd6cc5318d4dd4b52464cbf450da8a2a2842dda372a15b4b2087-125,0xc3b0ffb386b2a1fe01843aadfd53f74de4138201,0xf3d2da970357382e5349b00fed7ade6c12698471,0x0031a6171daadd6cc5318d4dd4b52464cbf450da8a2a2842dda372a15b4b2087,15004823
0x00322dcfdfdcc22b2622704ab94541b8af4343c0671b7b143c5f748c352f57a9-52,0x4ca13ff14047644bd9f41b23e326ca30dad1e6cd,0x9bb2e148453b61931a5d1799f9ddb1348d5cb656,0x00322dcfdfdcc22b2622704ab94541b8af4343c0671b7b143c5f748c352f57a9,14980776
0x00328fa461af782def7b747fa31a3afc8b6ba3159485cbda9093cd46a1a734d2-355,0xc200023258a45435c413f0660ae749f1f6762a39,0x64e16a983423e0281b0433ca75e96ba59b079ff6,0x00328fa461af782def7b747fa31a3afc8b6ba3159485cbda9093cd46a1a734d2,15019964
0x00329dc1fc3a6fafcbe8790dd934172dd29d141393273afaf07fce67a9fced2e-203,0xb215cfebb90d91b1d2f499843800d3105b1366fc,0xfd80837dd3a21dd60979cfd72ef852ea26ad2a58,0x00329dc1fc3a6fafcbe8790dd934172dd29d141393273afaf07fce67a9fced2e,14966204
0x0032c6936c79ef97efc459ef8d154071fdae50dcac1003c00de14ae51d40c203-174,0xcebcb138fca1a539c549f34de0651c80f9a0e200,0x5957c3cc0438ca2dc60ff8c8db2052620fc30333,0x0032c6936c79ef97efc459ef8d154071fdae50dcac1003c00de14ae51d40c203,14985942
0x003312e5fd9efdf5f604b082b0b5be8bc322c10cb00a3092265e04d404fe0108-155,0xabbdefecb79d8af35b32df11ab075fcb1053b337,0xe969d8364453eba082d5bf000a3d2645da4323d1,0x003312e5fd9efdf5f604b082b0b5be8bc322c10cb00a3092265e04d404fe0108,15014761
0x0033144240b5a835be531f323ba7c2f0498717b7d75b07cdec0b74b69f63308a-124,0xf20e7c275b4d0c45674462667c88e026aa721497,0x0dd201e9243320cb0651acdcb134e086f4582645,0x0033144240b5a835be531f323ba7c2f0498717b7d75b07cdec0b74b69f63308a,14985427
0x00332961d86f4b620fb7cb2e7c751ffa5b986aa6de4f9f3406a91fa3566f60f8-116,0x47232dcbb7141dddb4207d74ae7bc480c881daf7,0x550b11dfb10c6e4764b09edab0562822e5b74c36,0x00332961d86f4b620fb7cb2e7c751ffa5b986aa6de4f9f3406a91fa3566f60f8,14998030
0x00333b37822b3cc1229cafad49f4077b24e578b238efc9439d458ba29a954a2f-143,0x09382e9bbdf4a47d48d83d56857704cf6fab1f82,0xb4d3c81418a32b6c8dbb6462bbed26ab16884e92,0x00333b37822b3cc1229cafad49f4077b24e578b238efc9439d458ba29a954a2f,15010115
0x003354e5988784e1a3dedeffe58c7f0fd753c4059949ffb1dff264ae9027054f-216,0xad4355e29313cd13a5e41a0b9a48e4070bcf8446,0x276f66d115ebd5ba3b8dcb2fba26e1aba7684987,0x003354e5988784e1a3dedeffe58c7f0fd753c4059949ffb1dff264ae9027054f,14992862
0x0033de893f912cd28b635b3e2ab37619c524355d6d242a2300980e32a4ec0912-56,0x374335c8cb412f80eafa746e05c3803a776feacb,0x3a85b0bb5f83a66f6e165a11d26cc6911c737d94,0x0033de893f912cd28b635b3e2ab37619c524355d6d242a2300980e32a4ec0912,15022334
0x0033e794d762f57fc9c13434f261f09aaa911b03216c7a22312bf3dc7613809d-197,0x5ec3e88edc91669179c8a2eabf420679d60be353,0xe4d155de26c9cd00158a6b2b60b46035e445c03d,0x0033e794d762f57fc9c13434f261f09aaa911b03216c7a22312bf3dc7613809d,15014775
0x0033f95f3b832250135275b11a481ab0b394c48eb155011121767c31043dbfb3-192,0x14eabd0a1e71754619428a9a8d910b68905f6dee,0xe7aff84b93dfe3fb8d75855177e497905180ce2d,0x0033f95f3b832250135275b11a481ab0b394c48eb155011121767c31043dbfb3,14972612
0x00344ec3fb519754241372901d2c4c9a17179a5cc4198ba0cc57c8d4ab95bf09-111,0xf153130aee91f6ca605a88000299189fd41b2275,0x0b175a06961b0e11c73a3ac9a0947bdb6769cf00,0x00344ec3fb519754241372901d2c4c9a17179a5cc4198ba0cc57c8d4ab95bf09,14980023
0x003453cb372a3c85f0a80a51883fb330a6cb0c34775bbd5ad3ce228738bb7ca9-155,0x8de9928b8e5481c59338dce923ab51c4c6c672a2,0x966b7b5bc4d4e30f1fba82133d546aaf6cabc86f,0x003453cb372a3c85f0a80a51883fb330a6cb0c34775bbd5ad3ce228738bb7ca9,14964551
0x00351841836d2c9aed76221a88e1db03c8e80aa32dea943a1bb38cfd36852c18-62,0x257aa99e21d9113a82fdae64a93ce366725ed8aa,0x1bd98e58e7e0629eeb365953fe70228889081250,0x00351841836d2c9aed76221a88e1db03c8e80aa32dea943a1bb38cfd36852c18,14978759
0x003548408713264c61720fe89853ce6dd18ba53ccff452d52bfa1d7c416718ac-221,0xd9a8d451820b27377fb838eda05f19d80e9a0f1b,0xf6fb711276e621d96ac35229fbc12747ee7fbe80,0x003548408713264c61720fe89853ce6dd18ba53ccff452d52bfa1d7c416718ac,15011787
0x00355c31c7f539b6673a76982611065158bcf16ff50624b768552dc1abce972a-129,0x009ea1c1e52934090cd6a541b2c14e0a6a72a5bf,0xf025498c6e35fe850007bea88392795e89df1738,0x00355c31c7f539b6673a76982611065158bcf16ff50624b768552dc1abce972a,14980355
0x0035a507b353bf02f6a38be7ba3b8ed8a7fae4a8368eb8970c2f0e470d81bcf8-133,0x5265dcfe39e41779eaee9ca59a37bc69782186f9,0xf06277d4f9c6215c208c1c86b99a649df99572bd,0x0035a507b353bf02f6a38be7ba3b8ed8a7fae4a8368eb8970c2f0e470d81bcf8,15018515
0x0035c3e7841953f6bf0f92b08a9ec2fe5e2af789cd83de1b4b709c114be1146e-99,0xe5664b93ad268393d1f695c4180993e60c59fc3e,0x2ef98ece0237bad425de6e67623eb102b240e4bd,0x0035c3e7841953f6bf0f92b08a9ec2fe5e2af789cd83de1b4b709c114be1146e,15019496
0x0035f151205430e05f55c8178360bc06dc5767d4bd4cdc513e7d0525671df9e6-406,0x8e697932ea41d9295088d4779fa7abcf2cd092c4,0xbd23535ae8e31d434efb6aa28025101b39f642d7,0x0035f151205430e05f55c8178360bc06dc5767d4bd4cdc513e7d0525671df9e6,14980667
0x00360942dfdc3b034d90dfeb87b482a1b5a8652a481042315ef715561ecde6c4-161,0x48fa64cd712338e59bd9ec62557df7d133ffc469,0xca0dee2286ac2ed9f6e3f1398bd8ee478bd651d4,0x00360942dfdc3b034d90dfeb87b482a1b5a8652a481042315ef715561ecde6c4,15003205
0x0036176637e7c242dd4254862b255fcc8874f602955aeee88fdb6274436510b4-162,0x60839df7db186439cdcd435480e40695b3632104,0xaff62d54eeb21ceb18722dc8746d8ba68d870995,0x0036176637e7c242dd4254862b255fcc8874f602955aeee88fdb6274436510b4,15004388
0x003676804b0a63e75ce4e67a273cf6eec7672a6bd842d3e1805f288ad8f4ba9d-10,0xf9dedac32ac3b9488ffa8f43e56a4d91790ff19a,0x925432e7d4c5586d6895afbd5604539bd581da6b,0x003676804b0a63e75ce4e67a273cf6eec7672a6bd842d3e1805f288ad8f4ba9d,14994234
0x0036f89ae51d48d4b6763ea9f4eb2699e7c27c5bcd8f83e8bb31bccb566cb97d-73,0xc9c8b4eac943589e4a9a6b26a6ce984fe9205a4e,0x7c5504688eb4f81ed558550066dc218ffee1f6c8,0x0036f89ae51d48d4b6763ea9f4eb2699e7c27c5bcd8f83e8bb31bccb566cb97d,15021852
0x00371621aa5848c6648b879d8c28e903be23d838e12c4af376eea10025dee08b-261,0x439964c1973952f671b5e0758b2608d80bdfddd5,0x598e0c7f25c75ca94f44872b92487a827a479e06,0x00371621aa5848c6648b879d8c28e903be23d838e12c4af376eea10025dee08b,15000350
0x00372a7361a65c82a25e87ac0b685a981d95a18cb8f64aa0a37acfc505ece83a-353,0xb423f2a7786d8fdd70aada0d13a11ed573a84c57,0xec3283e90476938584fd11e598f305e09b8891f5,0x00372a7361a65c82a25e87ac0b685a981d95a18cb8f64aa0a37acfc505ece83a,15021019
0x0037570d5d5ae20af74ae7af0c31ab2c1f2d856ddab734f6211744be4f86eadf-93,0x652ba69831599caa5e8d0a9708af64381c2a972d,0xc1680db5bdb985ca1094652ca021dded483b92e1,0x0037570d5d5ae20af74ae7af0c31ab2c1f2d856ddab734f6211744be4f86eadf,15016640
0x003762c24a4838f3fc6918fae2e5c6ff1044ed361869d985d914eee67d5d457a-454,0xccddf4a6fa9438cca6f16b0b6ff861715ee92506,0x4f81b90b3d62592cdc20ed713503c608fd1eb644,0x003762c24a4838f3fc6918fae2e5c6ff1044ed361869d985d914eee67d5d457a,14991624
