id,priceETH,timestamp,transactionHash,collection_id,collection_name
0x00004c762cf346298bf53009e244a5ab1934adf0a6cf842e5018aaa7633cf864-556,0.126,1657397796,0x00004c762cf346298bf53009e244a5ab1934adf0a6cf842e5018aaa7633cf864,0xc7df86762ba83f2a6197e1ff9bb40ae0f696b9e6,The Doggies
0x00004ed0336507074948d077a3ae9775ebe8255dda1a44e6f1ebd018a33620ae-120,0.0078,1657368949,0x00004ed0336507074948d077a3ae9775ebe8255dda1a44e6f1ebd018a33620ae,0x5308ae1a272e87cb5b09d1b09492a414148b71a1,Famous Fucking Frens
0x000050f3884872c068c5312e0cb1c46754d9168ecccde44ae357f619f32d073f-56,0.08,1662748084,0x000050f3884872c068c5312e0cb1c46754d9168ecccde44ae357f619f32d073f,0x69be2c18a3c7acd14d5114a66f2dad3e96150427,0% PROJECT
0x000054b06954cb599e4499c18385999a48182fb6fdfeee35affc2b1b18f7d82e-191,0.004,1673263511,0x000054b06954cb599e4499c18385999a48182fb6fdfeee35affc2b1b18f7d82e,0xa604060890923ff400e8c6f5290461a83aedacec,
0x000056aa638c22992c44670836f9814b60e170a9fe8b49c335e3c6bc33743504-189,0.00799999,1672255871,0x000056aa638c22992c44670836f9814b60e170a9fe8b49c335e3c6bc33743504,0x0c3ee1fdcdb45ab9464640f807313190f8dad680,FashionDucks
0x0000572decf0eb2eb0f9603168187139d93735b7adf13c41061cf095fba4317d-23,5.41,1667791643,0x0000572decf0eb2eb0f9603168187139d93735b7adf13c41061cf095fba4317d,0x0000000010c38b3d8b4d642d9d065fb69bc77bc7,underground
0x00005dd044fc8fb9c2760abe8db729fdbc8137b48b4e5101c9194879af86f525-404,0.085,1665180035,0x00005dd044fc8fb9c2760abe8db729fdbc8137b48b4e5101c9194879af86f525,0xec64d881dbfd5871320e465562d913bdc25ce8fe,The Chimpsons
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-145,0.0028,1666424219,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,0xb2e74d20ecd13e25d00a7ddd1e27d32fa62aa7ad,Impact Fantasy
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-146,0.0028,1666424219,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,0xb2e74d20ecd13e25d00a7ddd1e27d32fa62aa7ad,Impact Fantasy
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-147,0.0028,1666424219,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,0xb2e74d20ecd13e25d00a7ddd1e27d32fa62aa7ad,Impact Fantasy
