id,name,symbol,totalSupply,tradeCount,creatorRevenueETH,totalRevenueETH
0x00e3ec1f55ce4f86cf7ac2bac8c0876a276e78d2,LarvaDads,LDAD,5000,9,0,0.0004875
0x00e699bb8d011585e6429fc2f2550743a38d7f8f,CryptoPuppets,CPPT,111,2,0.033600000000000001,0.075350000000000001
0x00ea2894fe840f105ab99a8f8f75b1f17e94843a,Drug Receipts,DRx,10000,1918,3.947350630595296713,6.282541175892944859
0x00ecc89e1524e0b57da417c198f69692c64566c4,〇,Checks,,3,0.000070000000000002,0.000657500000000002
0x00ed62ce3308e04d03b66c878f87a157dc6dc8b7,dragontownwtf,DRAGON,1408,1,0.0001,0.00015
0x00f621c67d94fc851d3e251b1163a9c7c5155a9c,MonartNFT,MONART,135,7,0.034720000000000001,0.056920000000000001
0x00f6eed9b4029760a665d67af6390b1d7342c84c,PSDDMINI,PDMINI,212,100,0.0338694275,0.04292784
0x00f78120e8d1cb03f87be37f096d6f726f469aa4,NO RULES,NR,6000,209,0.051152153976,0.065553098226
0x00f84ba3a67ea787c17de4d961dd341f2169a522,Digital Renaissance,DR,,1,0,0.00025
0x00fa82ea9be4e24ec6d7ed86ef93bfe85b9a3e68,Rare Ghost Club,RGC,5006,188,0.298606999500000013,0.448153863496750013
0x00fb2cbb50fe0c99aefb2066b78916d948165189,Arctic Fox Pups,AFPs,1088,1,0.0004,0.0006
0x00fb51f257cd52528851089180ebe2b6276d3920,Rise Of The Fallen Angels,,,28,0.00553675,0.008305125
0x00fe842811626241af3ecb9eaeb046e512454289,This is 69 NFT,69NFT,2222,3,0.000138,0.000313
0x01032ff71ece9e018c849a9f8d9c9c27ec958951,"DEGENLAND by King Xerox - Open Edition - ""BLACKSMITH""",DEGENLANDBYKINGXEROXOPENEDITIONBLACKSMITH,,20,0.06625999000000001,0.09549748750000001
0x0103659724f8f40d92bf1329b8346847fe7c81ce,CyberZillaz,CZ,256,110,0.278302500000000013,0.410095000000000013
0x0107fa0cbcf04c87184f5f3076000e5e4d1d7693,Vincents,Vincents,701,5,0.001750000000000001,0.010600000000000001
0x010a45801ee731e016aaaa68ee570b9950be0e37,Boneheadz,BONEHEADZ,5000,37,0.00568485,0.0075798
0x010b094098f88138a9869f23f1764e359999003b,Bored Punks Yacht Club,BPYC,10000,1169,0.000000000000000002,0.138809148999997427
0x010be6545e14f1dc50256286d9920e833f809c6a,Legends of Metaterra PBAB,LOM,262,4,0.000275000000000001,0.002675000000000001
0x010c8d1dd7a414418833861efd31bef50c6c02d4,TheDyingSkullClub,TDSC,5555,52,0.00086056,0.00193626
